1660294937.617		16372	16372	0	0	0	15348	0	0	71	0
1660294937.815		1481	1481	0	0	0	13	0	0	71	0
1660294938.011		1242	1242	0	0	0	7	0	0	71	0
1660294938.203		1230	1230	0	0	0	10	0	0	71	0
1660294938.391		1134	1134	0	0	0	14	0	0	71	0
1660294938.578		2342	2342	0	0	0	36	0	0	71	0
1660294938.762		2336	2336	0	0	0	20	0	0	71	0
1660294938.943		2148	2148	0	0	0	33	0	0	71	0
1660294939.123		2092	2092	0	0	0	37	0	0	71	0
1660294939.300		1754	1754	0	0	0	29	0	0	71	0
1660294939.474		2750	2750	0	0	0	36	0	0	71	0
1660294939.645		2688	2688	0	0	0	24	0	0	71	0
1660294939.816		2169	2169	0	0	0	67	0	0	71	0
1660294939.983		1540	1540	0	0	0	9	0	0	71	0
1660294940.150		2393	2393	0	0	0	12	0	0	71	0
1660294940.313		1772	1772	0	0	0	12	0	0	71	0
1660294940.477		1749	1749	0	0	0	23	0	0	71	0
1660294940.636		1841	1841	0	0	0	33	0	0	71	0
1660294940.795		1572	1572	0	0	0	14	0	0	71	0
1660294940.954		2085	2085	0	0	0	29	0	0	71	0
1660294941.108		2056	2056	0	0	0	31	0	0	71	0
1660294941.263		1808	1808	0	0	0	19	0	0	71	0
1660294941.416		1396	1396	0	0	0	14	0	0	71	0
1660294941.567		1312	1312	0	0	0	13	0	0	71	0
1660294941.716		2708	2708	0	0	0	28	0	0	71	0
1660294941.865		1917	1917	0	0	0	13	0	0	71	0
1660294942.013		2466	2466	0	0	0	35	0	0	71	0
1660294942.158		2452	2452	0	0	0	26	0	0	71	0
1660294942.302		1923	1923	0	0	0	23	0	0	71	0
1660294942.446		3092	3092	0	0	0	35	0	0	71	0
1660294942.588		2780	2780	0	0	0	31	0	0	71	0
1660294942.728		3065	3065	0	0	0	23	0	0	71	0
1660294942.869		1773	1773	0	0	0	12	0	0	71	0
1660294943.007		2438	2438	0	0	0	53	0	0	71	0
1660294943.144		2415	2415	0	0	0	10	0	0	71	0
1660294943.280		1644	1644	0	0	0	10	0	0	71	0
1660294943.415		1860	1860	0	0	0	30	0	0	71	0
1660294943.550		1698	1698	0	0	0	9	0	0	71	0
1660294943.684		1677	1677	0	0	0	12	0	0	71	0
1660294943.815		4598	4598	0	0	0	30	0	0	71	0
1660294943.948		1181	1181	0	0	0	9	0	0	71	0
1660294944.078		1074	1074	0	0	0	13	0	0	71	0
1660294944.207		1175	1175	0	0	0	18	0	0	71	0
1660294944.336		1112	1112	0	0	0	7	0	0	71	0
1660294944.464		1660	1660	0	0	0	15	0	0	71	0
1660294944.591		1244	1244	0	0	0	9	0	0	71	0
1660294944.716		1100	1100	0	0	0	10	0	0	71	0
1660294944.842		1335	1335	0	0	0	14	0	0	71	0
1660294944.966		1148	1148	0	0	0	11	0	0	71	0
1660294945.091		3413	3413	0	0	0	12	0	0	71	0
1660294945.212		1594	1594	0	0	0	11	0	0	71	0
1660294945.335		2247	2247	0	0	0	30	0	0	71	0
1660294945.457		2227	2227	0	0	0	22	0	0	71	0
1660294945.576		2470	2470	0	0	0	21	0	0	71	0
1660294945.697		2196	2196	0	0	0	30	0	0	71	0
1660294945.816		1676	1676	0	0	0	10	0	0	71	0
1660294945.934		2720	2720	0	0	0	40	0	0	71	0
1660294946.052		2769	2769	0	0	0	25	0	0	71	0
1660294946.169		1780	1780	0	0	0	10	0	0	71	0
1660294946.286		3027	3027	0	0	0	35	0	0	71	0
1660294946.401		2192	2192	0	0	0	39	0	0	71	0
1660294946.517		2420	2420	0	0	0	22	0	0	71	0
1660294946.632		1472	1472	0	0	0	11	0	0	71	0
1660294946.745		2638	2638	0	0	0	27	0	0	71	0
1660294946.859		1630	1630	0	0	0	16	0	0	71	0
1660294946.971		1938	1938	0	0	0	35	0	0	71	0
1660294947.083		1983	1983	0	0	0	25	0	0	71	0
1660294947.194		1437	1437	0	0	0	18	0	0	71	0
1660294947.306		1727	1727	0	0	0	11	0	0	71	0
1660294947.416		2421	2421	0	0	0	31	0	0	71	0
1660294947.525		2518	2518	0	0	0	24	0	0	71	0
1660294947.635		1290	1290	0	0	0	18	0	0	71	0
1660294947.743		2576	2576	0	0	0	41	0	0	71	0
1660294947.853		2574	2574	0	0	0	25	0	0	71	0
1660294947.959		2815	2815	0	0	0	29	0	0	71	0
1660294948.069		1446	1446	0	0	0	11	0	0	71	0
1660294948.173		1154	1154	0	0	0	15	0	0	71	0
1660294948.279		1155	1155	0	0	0	18	0	0	71	0
1660294948.386		3628	3628	0	0	0	27	0	0	71	0
1660294948.490		2232	2232	0	0	0	20	0	0	71	0
1660294948.595		7308	7308	0	0	0	16	0	0	71	0
1660294948.699		1044	1044	0	0	0	13	0	0	71	0
1660294948.804		1069	1069	0	0	0	13	0	0	71	0
1660294948.906		1109	1109	0	0	0	15	0	0	71	0
1660294949.010		1430	1430	0	0	0	12	0	0	71	0
1660294949.111		1197	1197	0	0	0	10	0	0	71	0
1660294949.213		1328	1328	0	0	0	14	0	0	71	0
1660294949.316		1905	1905	0	0	0	39	0	0	71	0
1660294949.417		1752	1752	0	0	0	17	0	0	71	0
1660294949.517		1696	1696	0	0	0	19	0	0	71	0
1660294949.618		1231	1231	0	0	0	117	0	0	71	0
1660294949.717		2623	2623	0	0	0	32	0	0	71	0
1660294949.816		2703	2703	0	0	0	26	0	0	71	0
1660294949.916		2800	2800	0	0	0	26	0	0	71	0
1660294950.014		2523	2523	0	0	0	25	0	0	71	0
1660294950.111		1846	1846	0	0	0	29	0	0	71	0
1660294950.209		1792	1792	0	0	0	20	0	0	71	0
1660294950.307		2306	2306	0	0	0	41	0	0	71	0
1660294950.404		3130	3130	0	0	0	26	0	0	71	0
1660294950.500		2555	2555	0	0	0	38	0	0	71	0
1660294950.597		2838	2838	0	0	0	24	0	0	71	0
1660294950.693		1593	1593	0	0	0	18	0	0	71	0
1660294950.788		3144	3144	0	0	0	41	0	0	71	0
1660294950.884		1676	1676	0	0	0	24	0	0	71	0
1660294950.978		2561	2561	0	0	0	26	0	0	71	0
1660294951.072		2620	2620	0	0	0	36	0	0	71	0
1660294951.167		1050	1050	0	0	0	16	0	0	71	0
1660294951.260		1182	1182	0	0	0	13	0	0	71	0
1660294951.355		1288	1288	0	0	0	9	0	0	71	0
1660294951.447		1927	1927	0	0	0	11	0	0	71	0
1660294951.539		2067	2067	0	0	0	27	0	0	71	0
1660294951.633		1702	1702	0	0	0	14	0	0	71	0
1660294951.725		1512	1512	0	0	0	14	0	0	71	0
1660294951.816		2768	2768	0	0	0	27	0	0	71	0
1660294951.908		3208	3208	0	0	0	26	0	0	71	0
1660294951.999		2846	2846	0	0	0	23	0	0	71	0
1660294952.090		1601	1601	0	0	0	14	0	0	71	0
1660294952.180		1627	1627	0	0	0	15	0	0	71	0
1660294952.271		1565	1565	0	0	0	10	0	0	71	0
1660294952.360		2549	2549	0	0	0	24	0	0	71	0
1660294952.449		1644	1644	0	0	0	10	0	0	71	0
1660294952.539		2084	2084	0	0	0	15	0	0	71	0
1660294952.628		1330	1330	0	0	0	18	0	0	71	0
1660294952.716		1708	1708	0	0	0	9	0	0	71	0
1660294952.806		2819	2819	0	0	0	25	0	0	71	0
1660294952.893		1617	1617	0	0	0	11	0	0	71	0
1660294952.982		1649	1649	0	0	0	10	0	0	71	0
1660294953.069		2296	2296	0	0	0	10	0	0	71	0
1660294953.156		1138	1138	0	0	0	13	0	0	71	0
1660294953.243		2020	2020	0	0	0	33	0	0	71	0
1660294953.330		2535	2535	0	0	0	20	0	0	71	0
1660294953.417		1693	1693	0	0	0	12	0	0	71	0
1660294953.502		3085	3085	0	0	0	30	0	0	71	0
1660294953.589		2454	2454	0	0	0	23	0	0	71	0
1660294953.674		2146	2146	0	0	0	26	0	0	71	0
1660294953.759		2027	2027	0	0	0	24	0	0	71	0
1660294953.844		1662	1662	0	0	0	24	0	0	71	0
1660294953.929		1590	1590	0	0	0	14	0	0	71	0
1660294954.015		2331	2331	0	0	0	39	0	0	71	0
1660294954.099		2014	2014	0	0	0	14	0	0	71	0
1660294954.183		1938	1938	0	0	0	26	0	0	71	0
1660294954.267		1935	1935	0	0	0	32	0	0	71	0
1660294954.350		1846	1846	0	0	0	11	0	0	71	0
1660294954.433		2743	2743	0	0	0	27	0	0	71	0
1660294954.516		2452	2452	0	0	0	22	0	0	71	0
1660294954.600		2124	2124	0	0	0	22	0	0	71	0
1660294954.683		1791	1791	0	0	0	21	0	0	71	0
1660294954.764		1803	1803	0	0	0	36	0	0	71	0
1660294954.848		2467	2467	0	0	0	21	0	0	71	0
1660294954.930		1959	1959	0	0	0	27	0	0	71	0
1660294955.010		2691	2691	0	0	0	36	0	0	71	0
1660294955.093		2428	2428	0	0	0	17	0	0	71	0
1660294955.173		1166	1166	0	0	0	16	0	0	71	0
1660294955.254		1964	1964	0	0	0	19	0	0	71	0
1660294955.336		2306	2306	0	0	0	24	0	0	71	0
1660294955.416		3172	3172	0	0	0	30	0	0	71	0
1660294955.496		1704	1704	0	0	0	10	0	0	71	0
1660294955.576		2319	2319	0	0	0	22	0	0	71	0
1660294955.657		1665	1665	0	0	0	25	0	0	71	0
1660294955.737		2436	2436	0	0	0	37	0	0	71	0
1660294955.817		2114	2114	0	0	0	12	0	0	71	0
1660294955.895		1957	1957	0	0	0	13	0	0	71	0
1660294955.975		1781	1781	0	0	0	11	0	0	71	0
1660294956.053		1885	1885	0	0	0	11	0	0	71	0
1660294956.133		2063	2063	0	0	0	23	0	0	71	0
1660294956.212		1925	1925	0	0	0	29	0	0	71	0
1660294956.290		2275	2275	0	0	0	24	0	0	71	0
1660294956.368		1528	1528	0	0	0	13	0	0	71	0
1660294956.446		2644	2644	0	0	0	23	0	0	71	0
1660294956.523		2043	2043	0	0	0	29	0	0	71	0
1660294956.601		2662	2662	0	0	0	26	0	0	71	0
1660294956.678		1867	1867	0	0	0	23	0	0	71	0
1660294956.756		2867	2867	0	0	0	25	0	0	71	0
1660294956.832		1854	1854	0	0	0	12	0	0	71	0
1660294956.909		1759	1759	0	0	0	11	0	0	71	0
1660294956.986		2582	2582	0	0	0	24	0	0	71	0
1660294957.063		2043	2043	0	0	0	28	0	0	71	0
1660294957.139		1217	1217	0	0	0	9	0	0	71	0
1660294957.214		1629	1629	0	0	0	32	0	0	71	0
